time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2015-04-13T21:02:19.510Z,43.6504,87.659,27.77,4.3,mb,,69,0.166,0.84,us,us2000269r,2015-06-22T23:19:00.040Z,"17km SSE of Urunchi, China",earthquake,5.6,5,0.119,20,reviewed,us,us
2015-02-03T22:47:39.040Z,49.7805,87.6117,10,4.6,mb,,39,4.518,0.74,us,usc000tldt,2015-05-02T14:07:05.040Z,"15km ENE of Belyashi, Russia",earthquake,7.3,1.9,0.072,64,reviewed,us,us
2015-02-01T08:06:48.480Z,43.9251,88.0417,17.48,4.1,mb,,125,0.267,0.42,us,usc000tkpu,2015-05-02T14:06:20.040Z,"20km E of Tiechanggou, China",earthquake,7.1,3.2,0.214,9,reviewed,us,us
2015-01-09T03:49:21.600Z,51.471,95.8503,10,4,mb,,75,4.865,1.23,us,usc000thrs,2015-04-10T18:56:34.040Z,"17km E of Saryg-Sep, Russia",earthquake,8.8,1.9,0.196,10,reviewed,us,us
2014-12-05T18:04:21.750Z,51.2803,100.6973,16.49,4.9,mb,,33,1.885,0.91,us,usc000t43q,2015-02-28T02:16:09.040Z,"25km S of Turt, Mongolia",earthquake,6.7,4.3,0.054,112,reviewed,us,us
2014-11-19T03:14:08.960Z,42.9306,106.6444,14.64,4.3,mb,,129,4.907,0.66,us,usb000t2fu,2015-02-18T03:30:45.040Z,"43km E of Erdenetsogt, Mongolia",earthquake,11.2,6.2,0.307,4,reviewed,us,us
2014-11-19T03:05:46.980Z,42.8064,105.3671,16.43,4.7,mb,,51,5.08,0.45,us,usc000syqr,2015-02-18T03:30:45.040Z,"19km ESE of Sangiyn Dalay, Mongolia",earthquake,8.1,4.7,0.074,69,reviewed,us,us
2014-11-19T01:56:48.890Z,42.8021,105.3599,16.08,4.6,mb,,51,5.085,0.78,us,usc000syq7,2015-02-18T03:30:45.040Z,"18km ESE of Sangiyn Dalay, Mongolia",earthquake,7.8,4.2,0.075,66,reviewed,us,us
2014-10-20T23:52:54.230Z,46.9319,94.3406,16.02,4.1,mb,,62,5.618,0.41,us,usb000ss59,2015-01-15T20:03:36.040Z,"49km SSW of Sayn-Ust, Mongolia",earthquake,8.4,5.3,0.135,16,reviewed,us,us
2014-10-20T03:57:26.910Z,43.8372,88.3288,30.38,4.6,mb,,64,0.452,0.77,us,usb000sp3n,2015-01-15T20:03:34.040Z,"43km E of Lucaogou, China",earthquake,7.8,4.4,0.078,54,reviewed,us,us
2014-09-01T20:10:05.780Z,50.9456,103.4884,12.03,4.6,mb,,65,0.742,1.36,us,usb000sbpl,2014-11-29T00:09:24.000Z,"27km N of Bayangol, Russia",earthquake,6.1,5.3,0.206,9,reviewed,us,us
2014-08-31T04:40:49.450Z,50.4084,90.1704,10,4.2,mb,,79,4.837,0.95,us,usc000s8e1,2014-11-29T00:09:22.000Z,"24km WNW of Mugur-Aksy, Russia",earthquake,5.7,1.9,0.14,22,reviewed,us,us
2014-08-29T23:05:43.670Z,42.2782,109.5399,16.95,4.4,mb,,38,5.489,0.88,us,usb000sb19,2014-11-29T00:09:20.000Z,"66km NNW of Tongyangdao, China",earthquake,7.7,4.3,0.089,40,reviewed,us,us
2014-08-04T19:55:56.140Z,44.1342,106.964,15.75,4.3,mb,,37,3.688,0.78,us,usb000s05n,2014-10-29T19:53:00.000Z,"9km NE of UEydzen, Mongolia",earthquake,,4.5,0.109,24,reviewed,us,us
2014-06-26T21:54:18.980Z,49.8816,88.1221,10,4.2,mb,,68,4.556,1.42,us,usc000rmji,2014-09-26T11:49:39.000Z,"29km SW of Chaganuzun, Russia",earthquake,,1.9,0.115,21,reviewed,us,us
2014-04-30T06:20:55.880Z,43.0264,94.2631,10,5.3,mb,,46,4.841,0.84,us,usb000q4xj,2014-07-27T21:51:13.000Z,"70km ENE of Hami, China",earthquake,,1.8,0.036,280,reviewed,us,us
2014-04-18T19:00:33.170Z,50.1846,87.7803,13.69,4,mb,,69,4.188,1.46,us,usb000pqf4,2014-07-04T01:33:44.000Z,"13km SSE of Aktash, Russia",earthquake,,4.8,0.156,11,reviewed,us,us
2014-04-06T15:07:53.090Z,50.1088,87.7559,16.31,4.8,mb,,38,4.251,0.67,us,usc000p7p8,2014-06-11T06:06:10.000Z,"21km S of Aktash, Russia",earthquake,,3.1,0.061,87,reviewed,us,us
2014-02-28T08:10:41.660Z,42.773,96.4813,11.84,4.5,mb,,57,6.488,1.37,us,usb000my1i,2014-05-13T21:36:45.000Z,"240km SSE of Bayan-Ovoo, Mongolia",earthquake,,4,0.082,45,reviewed,us,us
2013-12-11T14:15:25.250Z,52.4269,95.3924,14.87,4.1,mb,,141,2.703,1.31,us,usc000li1c,2014-02-21T23:00:51.000Z,"48km W of Toora-Khem, Russia",earthquake,,5.4,0.158,,reviewed,us,us
