time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2016-08-18T04:30:08.800Z,-19.8352,148.7233,10,5.7,mww,,30,2.335,0.82,us,us10006em9,2017-10-31T12:42:21.340Z,"55km ENE of Bowen, Australia",earthquake,7.1,1.8,,,reviewed,us,us
2016-08-13T15:31:12.390Z,-23.8567,152.9265,10,4.6,mb,,115,2.255,1.07,us,us10006dl0,2016-11-15T02:21:47.040Z,"124km NNE of Bundaberg, Australia",earthquake,7.8,1.9,0.119,21,reviewed,us,us
2016-08-06T21:16:33.000Z,-25.572,129.804,0,4.2,mb,,,,1.42,us,us10006cca,2016-10-26T03:10:21.040Z,"Northern Territory, Australia",earthquake,6.1,2,0.373,2,reviewed,aust,us
2016-08-02T15:11:48.630Z,-11.5605,117.3842,27.35,4.1,mb,,101,4.422,1.03,us,us10006aeu,2016-10-19T04:52:13.040Z,"277km SW of Panenggoede, Indonesia",earthquake,7.2,7.4,0.165,10,reviewed,us,us
2016-07-18T17:55:37.700Z,-11.4649,116.2885,10,4.7,mb,,50,3.644,0.65,us,us20006fkk,2016-09-17T01:27:50.040Z,"284km S of Kute, Indonesia",earthquake,4.3,1.9,0.086,41,reviewed,us,us
2016-07-16T11:44:49.000Z,-32.501,122.436,0,4,mb,,,,1.32,us,us20006gfc,2016-09-17T01:27:47.040Z,"159km NNE of Esperance, Australia",earthquake,10.2,6.2,0.164,10,reviewed,aust,us
2016-07-14T10:08:55.000Z,-32.536,122.433,0,4,mb,,,,1.16,us,us20006g48,2016-09-08T01:50:31.040Z,"155km NNE of Esperance, Australia",earthquake,9,7,0.184,8,reviewed,aust,us
2016-07-08T09:40:50.000Z,-32.458,122.511,0,5.2,mb,,,,1.2,us,us100061v2,2016-09-08T01:50:22.040Z,"166km NNE of Esperance, Australia",earthquake,7.7,3.4,0.072,64,reviewed,aust,us
2016-07-03T11:56:05.300Z,-11.5547,116.0562,30.63,4,mb,,130,3.593,0.95,us,us100061yu,2016-09-02T21:36:35.040Z,"295km S of Kute, Indonesia",earthquake,11.3,5.4,0.139,14,reviewed,us,us
2016-07-03T11:44:28.190Z,-11.5132,116.3732,29.91,4.3,mb,,59,3.732,1.15,us,us100061yt,2016-09-02T21:36:35.040Z,"290km S of Kute, Indonesia",earthquake,8.5,3,0.123,19,reviewed,us,us
